Code,Name,ipo_date,,
002711.SZ,*ST欧浦,2014/1/27,CSRC仓储业,Wind运输
002712.SZ,思美传媒,2014/1/23,CSRC商务服务业,Wind媒体Ⅱ
002713.SZ,东易日盛,2014/2/19,CSRC建筑装饰和其他建筑业,Wind资本货物
002714.SZ,牧原股份,2014/1/28,CSRC畜牧业,Wind食品、饮料与烟草
002715.SZ,登云股份,2014/2/19,CSRC汽车制造业,Wind汽车与汽车零部件
002716.SZ,金贵银业,2014/1/28,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
002717.SZ,岭南股份,2014/2/19,CSRC生态保护和环境治理业,Wind资本货物
002718.SZ,友邦吊顶,2014/1/28,CSRC其他制造业,Wind资本货物
002719.SZ,麦趣尔,2014/1/28,CSRC食品制造业,Wind食品、饮料与烟草
002721.SZ,金一文化,2014/1/27,CSRC其他制造业,Wind耐用消费品与服装
002722.SZ,金轮股份,2014/1/28,CSRC金属制品业,Wind资本货物
002723.SZ,金莱特,2014/1/29,CSRC电气机械及器材制造业,Wind耐用消费品与服装
002724.SZ,海洋王,2014/11/4,CSRC电气机械及器材制造业,Wind资本货物
002725.SZ,跃岭股份,2014/1/29,CSRC汽车制造业,Wind汽车与汽车零部件
002726.SZ,龙大肉食,2014/6/26,CSRC农副食品加工业,Wind食品、饮料与烟草
002727.SZ,一心堂,2014/7/2,CSRC零售业,Wind食品与主要用品零售Ⅱ
002728.SZ,特一药业,2014/7/31,CSRC医药制造业,Wind制药、生物科技与生命科学
002729.SZ,好利来,2014/9/12,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
002730.SZ,电光科技,2014/10/9,CSRC专用设备制造业,Wind资本货物
002731.SZ,萃华珠宝,2014/11/4,CSRC其他制造业,Wind耐用消费品与服装
002732.SZ,燕塘乳业,2014/12/5,CSRC食品制造业,Wind食品、饮料与烟草
002733.SZ,雄韬股份,2014/12/3,CSRC电气机械及器材制造业,Wind资本货物
002734.SZ,利民股份,2015/1/27,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002735.SZ,王子新材,2014/12/3,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002736.SZ,国信证券,2014/12/29,CSRC资本市场服务,Wind多元金融
002737.SZ,葵花药业,2014/12/30,CSRC医药制造业,Wind制药、生物科技与生命科学
002738.SZ,中矿资源,2014/12/30,CSRC专业技术服务业,Wind商业和专业服务
002739.SZ,万达电影,2015/1/22,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
002740.SZ,爱迪尔,2015/1/22,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002741.SZ,光华科技,2015/2/16,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002742.SZ,三圣股份,2015/2/17,CSRC非金属矿物制品业,Wind材料Ⅱ
002743.SZ,富煌钢构,2015/2/17,CSRC金属制品业,Wind资本货物
002745.SZ,木林森,2015/2/17,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
002746.SZ,仙坛股份,2015/2/16,CSRC畜牧业,Wind食品、饮料与烟草
002747.SZ,埃斯顿,2015/3/20,CSRC仪器仪表制造业,Wind资本货物
002748.SZ,世龙实业,2015/3/19,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002749.SZ,国光股份,2015/3/20,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002750.SZ,龙津药业,2015/3/24,CSRC医药制造业,Wind制药、生物科技与生命科学
002751.SZ,易尚展示,2015/4/24,CSRC家具制造业,Wind商业和专业服务
002752.SZ,昇兴股份,2015/4/22,CSRC金属制品业,Wind材料Ⅱ
002753.SZ,永东股份,2015/5/19,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002755.SZ,奥赛康,2015/5/15,CSRC医药制造业,Wind制药、生物科技与生命科学
002756.SZ,永兴材料,2015/5/15,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
002757.SZ,南兴股份,2015/5/27,CSRC专用设备制造业,Wind资本货物
002758.SZ,华通医药,2015/5/27,CSRC批发业,Wind医疗保健设备与服务
002759.SZ,天际股份,2015/5/28,CSRC电气机械及器材制造业,Wind耐用消费品与服装
002760.SZ,凤形股份,2015/6/11,CSRC金属制品业,Wind资本货物
002761.SZ,多喜爱,2015/6/10,CSRC纺织业,Wind耐用消费品与服装
002762.SZ,金发拉比,2015/6/10,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002763.SZ,汇洁股份,2015/6/10,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002765.SZ,蓝黛传动,2015/6/12,CSRC汽车制造业,Wind汽车与汽车零部件
002766.SZ,*ST索菱,2015/6/11,CSRC计算机、通信和其他电子设备制造业,Wind汽车与汽车零部件
002767.SZ,先锋电子,2015/6/12,CSRC仪器仪表制造业,Wind资本货物
002768.SZ,国恩股份,2015/6/30,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002769.SZ,普路通,2015/6/29,CSRC商务服务业,Wind运输
002770.SZ,科迪乳业,2015/6/30,CSRC食品制造业,Wind食品、饮料与烟草
002771.SZ,真视通,2015/6/29,CSRC软件和信息技术服务业,Wind软件与服务
002772.SZ,众兴菌业,2015/6/26,CSRC农业,Wind食品、饮料与烟草
002773.SZ,康弘药业,2015/6/26,CSRC医药制造业,Wind制药、生物科技与生命科学
002774.SZ,快意电梯,2017/3/24,CSRC通用设备制造业,Wind资本货物
002775.SZ,文科园林,2015/6/29,CSRC土木工程建筑业,Wind资本货物
002776.SZ,柏堡龙,2015/6/26,CSRC专业技术服务业,Wind耐用消费品与服装
002777.SZ,久远银海,2015/12/31,CSRC软件和信息技术服务业,Wind软件与服务
002778.SZ,高科石化,2016/1/6,CSRC石油加工、炼焦及核燃料加工业,Wind能源Ⅱ
002779.SZ,中坚科技,2015/12/9,CSRC专用设备制造业,Wind资本货物
002780.SZ,三夫户外,2015/12/9,CSRC零售业,Wind耐用消费品与服装
002781.SZ,奇信股份,2015/12/22,CSRC建筑装饰和其他建筑业,Wind资本货物
002782.SZ,可立克,2015/12/22,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002783.SZ,凯龙股份,2015/12/9,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002785.SZ,万里石,2015/12/23,CSRC非金属矿物制品业,Wind材料Ⅱ
002786.SZ,银宝山新,2015/12/23,CSRC专用设备制造业,Wind资本货物
002787.SZ,华源控股,2015/12/31,CSRC金属制品业,Wind材料Ⅱ
002788.SZ,鹭燕医药,2016/2/18,CSRC批发业,Wind医疗保健设备与服务
002789.SZ,建艺集团,2016/3/11,CSRC建筑装饰和其他建筑业,Wind资本货物
002790.SZ,瑞尔特,2016/3/8,CSRC橡胶和塑料制品业,Wind资本货物
002791.SZ,坚朗五金,2016/3/29,CSRC金属制品业,Wind资本货物
002792.SZ,通宇通讯,2016/3/28,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002793.SZ,东音股份,2016/4/15,CSRC通用设备制造业,Wind资本货物
002795.SZ,永和智控,2016/4/28,CSRC通用设备制造业,Wind资本货物
002796.SZ,世嘉科技,2016/5/10,CSRC金属制品业,Wind资本货物
002797.SZ,第一创业,2016/5/11,CSRC资本市场服务,Wind多元金融
002798.SZ,帝欧家居,2016/5/25,CSRC家具制造业,Wind资本货物
002799.SZ,环球印务,2016/6/8,CSRC造纸及纸制品业,Wind材料Ⅱ
002800.SZ,天顺股份,2016/5/30,CSRC道路运输业,Wind运输
002801.SZ,微光股份,2016/6/22,CSRC电气机械及器材制造业,Wind资本货物
002802.SZ,洪汇新材,2016/6/29,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002803.SZ,吉宏股份,2016/7/12,CSRC印刷和记录媒介复制业,Wind材料Ⅱ
002805.SZ,丰元股份,2016/7/7,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002806.SZ,华锋股份,2016/7/26,CSRC计算机、通信和其他电子设备制造业,Wind汽车与汽车零部件
002807.SZ,江阴银行,2016/9/2,CSRC货币金融服务,Wind银行
002808.SZ,恒久科技,2016/8/12,CSRC通用设备制造业,Wind技术硬件与设备
002809.SZ,红墙股份,2016/8/23,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002810.SZ,山东赫达,2016/8/26,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002811.SZ,亚泰国际,2016/9/8,CSRC建筑装饰和其他建筑业,Wind资本货物
002812.SZ,恩捷股份,2016/9/14,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002813.SZ,路畅科技,2016/10/12,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002815.SZ,崇达技术,2016/10/12,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002816.SZ,和科达,2016/10/25,CSRC通用设备制造业,Wind资本货物
002817.SZ,黄山胶囊,2016/10/25,CSRC医药制造业,Wind制药、生物科技与生命科学
002818.SZ,富森美,2016/11/9,CSRC商务服务业,Wind房地产Ⅱ
002819.SZ,东方中科,2016/11/11,CSRC批发业,Wind技术硬件与设备
002820.SZ,桂发祥,2016/11/18,CSRC食品制造业,Wind食品、饮料与烟草
002821.SZ,凯莱英,2016/11/18,CSRC医药制造业,Wind制药、生物科技与生命科学
002822.SZ,中装建设,2016/11/29,CSRC建筑装饰和其他建筑业,Wind资本货物
002823.SZ,凯中精密,2016/11/24,CSRC电气机械及器材制造业,Wind资本货物
002824.SZ,和胜股份,2017/1/12,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
002825.SZ,纳尔股份,2016/11/29,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002826.SZ,易明医药,2016/12/9,CSRC医药制造业,Wind制药、生物科技与生命科学
002827.SZ,高争民爆,2016/12/9,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002828.SZ,贝肯能源,2016/12/8,CSRC开采辅助活动,Wind能源Ⅱ
002829.SZ,星网宇达,2016/12/13,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
002830.SZ,名雕股份,2016/12/13,CSRC建筑装饰和其他建筑业,Wind资本货物
002831.SZ,裕同科技,2016/12/16,CSRC造纸及纸制品业,Wind材料Ⅱ
002832.SZ,比音勒芬,2016/12/23,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002833.SZ,弘亚数控,2016/12/28,CSRC专用设备制造业,Wind资本货物
002835.SZ,同为股份,2016/12/28,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002836.SZ,新宏泽,2016/12/29,CSRC印刷和记录媒介复制业,Wind商业和专业服务
002837.SZ,英维克,2016/12/29,CSRC专用设备制造业,Wind资本货物
002838.SZ,道恩股份,2017/1/6,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002839.SZ,张家港行,2017/1/24,CSRC货币金融服务,Wind银行
002840.SZ,华统股份,2017/1/10,CSRC农副食品加工业,Wind食品、饮料与烟草
002841.SZ,视源股份,2017/1/19,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002842.SZ,翔鹭钨业,2017/1/19,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
002843.SZ,泰嘉股份,2017/1/20,CSRC金属制品业,Wind资本货物
002845.SZ,同兴达,2017/1/25,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002846.SZ,英联股份,2017/2/7,CSRC金属制品业,Wind材料Ⅱ
002847.SZ,盐津铺子,2017/2/8,CSRC食品制造业,Wind食品、饮料与烟草
002848.SZ,高斯贝尔,2017/2/13,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
002849.SZ,威星智能,2017/2/17,CSRC仪器仪表制造业,Wind资本货物
002850.SZ,科达利,2017/3/2,CSRC金属制品业,Wind资本货物
002851.SZ,麦格米特,2017/3/6,CSRC电气机械及器材制造业,Wind资本货物
002852.SZ,道道全,2017/3/10,CSRC农副食品加工业,Wind食品、饮料与烟草
002853.SZ,皮阿诺,2017/3/10,CSRC家具制造业,Wind耐用消费品与服装
002855.SZ,捷荣技术,2017/3/21,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002856.SZ,美芝股份,2017/3/20,CSRC建筑装饰和其他建筑业,Wind资本货物
002857.SZ,三晖电气,2017/3/23,CSRC仪器仪表制造业,Wind资本货物
002858.SZ,力盛赛车,2017/3/24,CSRC体育,Wind消费者服务Ⅱ
002859.SZ,洁美科技,2017/4/7,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002860.SZ,星帅尔,2017/4/12,CSRC电气机械及器材制造业,Wind资本货物
002861.SZ,瀛通通讯,2017/4/13,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002862.SZ,实丰文化,2017/4/11,CSRC文教、工美、体育和娱乐用品制造业,Wind耐用消费品与服装
002863.SZ,今飞凯达,2017/4/18,CSRC汽车制造业,Wind汽车与汽车零部件
002864.SZ,盘龙药业,2017/11/16,CSRC医药制造业,Wind制药、生物科技与生命科学
002865.SZ,钧达股份,2017/4/25,CSRC汽车制造业,Wind汽车与汽车零部件
002866.SZ,传艺科技,2017/4/26,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002867.SZ,周大生,2017/4/27,CSRC零售业,Wind耐用消费品与服装
002868.SZ,绿康生化,2017/5/3,CSRC医药制造业,Wind制药、生物科技与生命科学
002869.SZ,金溢科技,2017/5/15,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002870.SZ,香山股份,2017/5/15,CSRC仪器仪表制造业,Wind耐用消费品与服装
002871.SZ,伟隆股份,2017/5/11,CSRC通用设备制造业,Wind资本货物
002872.SZ,*ST天圣,2017/5/19,CSRC批发业,Wind医疗保健设备与服务
002873.SZ,新天药业,2017/5/19,CSRC医药制造业,Wind制药、生物科技与生命科学
002875.SZ,安奈儿,2017/6/1,CSRC纺织服装、服饰业,Wind耐用消费品与服装
002876.SZ,三利谱,2017/5/25,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002877.SZ,智能自控,2017/6/5,CSRC仪器仪表制造业,Wind资本货物
002878.SZ,元隆雅图,2017/6/6,CSRC商务服务业,Wind媒体Ⅱ
002879.SZ,长缆科技,2017/7/7,CSRC电气机械及器材制造业,Wind资本货物
002880.SZ,卫光生物,2017/6/16,CSRC医药制造业,Wind制药、生物科技与生命科学
002881.SZ,美格智能,2017/6/22,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002882.SZ,金龙羽,2017/7/17,CSRC电气机械及器材制造业,Wind资本货物
002883.SZ,中设股份,2017/6/20,CSRC专业技术服务业,Wind商业和专业服务
002884.SZ,凌霄泵业,2017/7/11,CSRC通用设备制造业,Wind资本货物
002885.SZ,京泉华,2017/6/27,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002886.SZ,沃特股份,2017/6/27,CSRC橡胶和塑料制品业,Wind材料Ⅱ
002887.SZ,绿茵生态,2017/8/1,CSRC生态保护和环境治理业,Wind资本货物
002888.SZ,惠威科技,2017/7/21,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
002889.SZ,东方嘉盛,2017/7/31,CSRC商务服务业,Wind运输
002890.SZ,弘宇股份,2017/8/2,CSRC专用设备制造业,Wind资本货物
002891.SZ,中宠股份,2017/8/21,CSRC农副食品加工业,Wind食品、饮料与烟草
002892.SZ,科力尔,2017/8/17,CSRC电气机械及器材制造业,Wind资本货物
002893.SZ,华通热力,2017/9/15,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
002895.SZ,川恒股份,2017/8/25,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002896.SZ,中大力德,2017/8/29,CSRC通用设备制造业,Wind资本货物
002897.SZ,意华股份,2017/9/7,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002898.SZ,赛隆药业,2017/9/12,CSRC医药制造业,Wind制药、生物科技与生命科学
002899.SZ,英派斯,2017/9/15,CSRC文教、工美、体育和娱乐用品制造业,Wind耐用消费品与服装
002900.SZ,哈三联,2017/9/22,CSRC医药制造业,Wind制药、生物科技与生命科学
002901.SZ,大博医疗,2017/9/22,CSRC专用设备制造业,Wind医疗保健设备与服务
002902.SZ,铭普光磁,2017/9/29,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002903.SZ,宇环数控,2017/10/13,CSRC通用设备制造业,Wind资本货物
002905.SZ,金逸影视,2017/10/16,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
002906.SZ,华阳集团,2017/10/13,CSRC计算机、通信和其他电子设备制造业,Wind汽车与汽车零部件
002907.SZ,华森制药,2017/10/20,CSRC医药制造业,Wind制药、生物科技与生命科学
002908.SZ,德生科技,2017/10/20,CSRC软件和信息技术服务业,Wind技术硬件与设备
002909.SZ,集泰股份,2017/10/26,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002910.SZ,庄园牧场,2017/10/31,CSRC食品制造业,Wind食品、饮料与烟草
002911.SZ,佛燃股份,2017/11/22,CSRC燃气生产和供应业,Wind公用事业Ⅱ
002912.SZ,中新赛克,2017/11/21,CSRC软件和信息技术服务业,Wind技术硬件与设备
002913.SZ,奥士康,2017/12/1,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002915.SZ,中欣氟材,2017/12/5,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002916.SZ,深南电路,2017/12/13,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002917.SZ,金奥博,2017/12/8,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002918.SZ,蒙娜丽莎,2017/12/19,CSRC非金属矿物制品业,Wind资本货物
002919.SZ,名臣健康,2017/12/18,CSRC化学原料及化学制品制造业,Wind家庭与个人用品
002920.SZ,德赛西威,2017/12/26,CSRC汽车制造业,Wind汽车与汽车零部件
002921.SZ,联诚精密,2017/12/27,CSRC金属制品业,Wind资本货物
002922.SZ,伊戈尔,2017/12/29,CSRC电气机械及器材制造业,Wind资本货物
002923.SZ,润都股份,2018/1/5,CSRC医药制造业,Wind制药、生物科技与生命科学
002925.SZ,盈趣科技,2018/1/15,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002926.SZ,华西证券,2018/2/5,CSRC资本市场服务,Wind多元金融
002927.SZ,泰永长征,2018/2/23,CSRC电气机械及器材制造业,Wind资本货物
002928.SZ,华夏航空,2018/3/2,CSRC航空运输业,Wind运输
002929.SZ,润建股份,2018/3/1,CSRC软件和信息技术服务业,Wind技术硬件与设备
002930.SZ,宏川智慧,2018/3/28,CSRC仓储业,Wind运输
002931.SZ,锋龙股份,2018/4/3,CSRC汽车制造业,Wind资本货物
002932.SZ,明德生物,2018/7/10,CSRC医药制造业,Wind制药、生物科技与生命科学
002933.SZ,新兴装备,2018/8/28,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
002935.SZ,天奥电子,2018/9/3,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
002936.SZ,郑州银行,2018/9/19,CSRC货币金融服务,Wind银行
002937.SZ,兴瑞科技,2018/9/26,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002938.SZ,鹏鼎控股,2018/9/18,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
002939.SZ,长城证券,2018/10/26,CSRC资本市场服务,Wind多元金融
002940.SZ,昂利康,2018/10/23,CSRC医药制造业,Wind制药、生物科技与生命科学
002941.SZ,新疆交建,2018/11/28,CSRC土木工程建筑业,Wind资本货物
002942.SZ,新农股份,2018/12/5,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
002943.SZ,宇晶股份,2018/11/29,CSRC通用设备制造业,Wind资本货物
002945.SZ,华林证券,2019/1/17,CSRC资本市场服务,Wind多元金融
002946.SZ,新乳业,2019/1/25,CSRC食品制造业,Wind食品、饮料与烟草
