,permno,ShortName,ListedDate,DelistedDate,IPOIndustryCode,IPOIndustryName,LatestIndustryName,LatestIndustryCode
1030,002520,日发精机,2010-12-10,,C7105,金属加工机械制造业,通用设备制造业,C34
1031,002521,齐峰新材,2010-12-10,,C31,造纸及纸制品业,造纸及纸制品业,C22
1032,002522,浙江众成,2010-12-10,,C4901,塑料薄膜制造业,橡胶和塑料制品业,C29
1033,002523,天桥起重,2010-12-10,,C73,专用设备制造业,通用设备制造业,C34
1034,002524,光正集团,2010-12-17,,E01,土木工程建筑业,卫生,Q83
1035,002526,山东矿机,2010-12-17,,C73,专用设备制造业,专用设备制造业,C35
1036,002527,新时达,2010-12-24,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1037,002528,英飞拓,2010-12-24,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
1038,002529,海源复材,2010-12-24,,C73,专用设备制造业,通用设备制造业,C34
1039,002530,金财互联,2010-12-31,,C71,普通机械制造业,互联网和相关服务,I64
1040,002531,天顺风能,2010-12-31,,C7,机械、设备、仪表,电气机械及器材制造业,C38
1041,002532,新界泵业,2010-12-31,,C73,专用设备制造业,通用设备制造业,C34
1042,002533,金杯电工,2010-12-31,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1043,002534,杭锅股份,2011-01-10,,C7101,锅炉及原动机制造业,通用设备制造业,C34
1044,002535,林州重机,2011-01-11,,C73,专用设备制造业,专用设备制造业,C35
1045,002536,飞龙股份,2011-01-11,,C75,交通运输设备制造业,汽车制造业,C36
1046,002537,海联金汇,2011-01-10,,C71,普通机械制造业,通用设备制造业,C34
1047,002538,司尔特,2011-01-18,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1048,002539,云图控股,2011-01-18,,C4310,化学肥料制造业,化学原料及化学制品制造业,C26
1049,002540,亚太科技,2011-01-18,,C65,黑色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
1050,002541,鸿路钢构,2011-01-18,,C69,金属制品业,金属制品业,C33
1051,002542,中化岩土,2011-01-28,,E01,土木工程建筑业,土木工程建筑业,E48
1052,002543,万和电气,2011-01-28,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1053,002544,杰赛科技,2011-01-28,,G85,通信服务业,软件和信息技术服务业,I65
1054,002545,东方铁塔,2011-02-11,,C69,金属制品业,金属制品业,C33
1055,002546,新联电子,2011-02-11,,C7610,输配电及控制设备制造业,电气机械及器材制造业,C38
1056,002547,春兴精工,2011-02-18,,C69,金属制品业,金属制品业,C33
1057,002548,金新农,2011-02-18,,C01,食品加工业,农副食品加工业,C13
1058,002549,凯美特气,2011-02-18,,C99,其他制造业,生态保护和环境治理业,N77
1059,002550,千红制药,2011-02-18,,C8501,生物药品制造业,医药制造业,C27
1060,002551,尚荣医疗,2011-02-25,,C7340,医疗器械制造业,专用设备制造业,C35
1061,002552,宝鼎科技,2011-02-25,,C71,普通机械制造业,通用设备制造业,C34
1062,002553,南方轴承,2011-02-25,,C71,普通机械制造业,通用设备制造业,C34
1063,002554,惠博普,2011-02-25,,B5003,石油和天然气开采服务业,开采辅助活动,B11
1064,002555,三七互娱,2011-03-02,,C75,交通运输设备制造业,互联网和相关服务,I64
1065,002556,辉隆股份,2011-03-02,,H11,零售业,零售业,F52
1066,002557,洽洽食品,2011-03-02,,C01,食品加工业,农副食品加工业,C13
1067,002558,巨人网络,2011-03-02,,K34,旅游业,互联网和相关服务,I64
1068,002559,亚威股份,2011-03-03,,C71,普通机械制造业,通用设备制造业,C34
1069,002560,通达股份,2011-03-03,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1070,002561,徐家汇,2011-03-03,,H11,零售业,零售业,F52
1071,002562,兄弟科技,2011-03-10,,C43,化学原料及化学制品制造业,医药制造业,C27
1072,002563,森马服饰,2011-03-11,,H11,零售业,纺织服装、服饰业,C18
1073,002564,天沃科技,2011-03-10,,C73,专用设备制造业,专业技术服务业,M74
1074,002565,顺灏股份,2011-03-18,,C31,造纸及纸制品业,造纸及纸制品业,C22
1075,002566,益盛药业,2011-03-18,,C8110,中药材及中成药加工业,医药制造业,C27
1076,002567,唐人神,2011-03-25,,C01,食品加工业,农副食品加工业,C13
1077,002568,百润股份,2011-03-25,,C43,化学原料及化学制品制造业,酒、饮料和精制茶制造业,C15
1078,002569,*ST 步森,2011-04-12,,C13,服装及其他纤维制品制造业,纺织服装、服饰业,C18
1079,002570,贝因美,2011-04-12,,C03,食品制造业,食品制造业,C14
1080,002571,德力股份,2011-04-12,,C61,非金属矿物制品业,非金属矿物制品业,C30
1081,002572,索菲亚,2011-04-12,,C25,家具制造业,家具制造业,C21
1082,002573,清新环境,2011-04-22,,K99,其他社会服务业,生态保护和环境治理业,N77
1083,002574,明牌珠宝,2011-04-22,,C99,其他制造业,其他制造业,C41
1084,002575,群兴玩具,2011-04-22,,C37,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,C24
1085,002576,通达动力,2011-04-28,,C7601,电机制造业,电气机械及器材制造业,C38
1086,002577,雷柏科技,2011-04-28,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
1087,002578,闽发铝业,2011-04-28,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
1088,002579,中京电子,2011-05-06,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1089,002580,圣阳股份,2011-05-06,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1090,002581,未名医药,2011-05-20,,C43,化学原料及化学制品制造业,医药制造业,C27
1091,002582,好想你,2011-05-20,,C01,食品加工业,农副食品加工业,C13
1092,002583,海能达,2011-05-27,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
1093,002584,西陇科学,2011-06-02,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1094,002585,双星新材,2011-06-02,,C49,塑料制造业,橡胶和塑料制品业,C29
1095,002586,ST 围海,2011-06-02,,E01,土木工程建筑业,土木工程建筑业,E48
1096,002587,奥拓电子,2011-06-10,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
1097,002588,史丹利,2011-06-10,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1098,002589,瑞康医药,2011-06-10,,H0160,药品及医疗器械批发业,批发业,F51
1099,002590,万安科技,2011-06-10,,C75,交通运输设备制造业,汽车制造业,C36
1100,002591,恒大高新,2011-06-21,,C69,金属制品业,化学原料及化学制品制造业,C26
1101,002592,八菱科技,2011-11-11,,C75,交通运输设备制造业,汽车制造业,C36
1102,002593,日上集团,2011-06-28,,C75,交通运输设备制造业,汽车制造业,C36
1103,002594,比亚迪,2011-06-30,,C99,其他制造业,汽车制造业,C36
1104,002595,豪迈科技,2011-06-28,,C73,专用设备制造业,专用设备制造业,C35
1105,002596,海南瑞泽,2011-07-07,,C61,非金属矿物制品业,非金属矿物制品业,C30
1106,002597,金禾实业,2011-07-07,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1107,002598,山东章鼓,2011-07-07,,C71,普通机械制造业,通用设备制造业,C34
1108,002599,盛通股份,2011-07-15,,C35,印刷业,印刷和记录媒介复制业,C23
1109,002600,领益智造,2011-07-15,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1110,002601,龙蟒佰利,2011-07-15,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1111,002602,世纪华通,2011-07-28,,C75,交通运输设备制造业,汽车制造业,C36
1112,002603,以岭药业,2011-07-28,,C81,医药制造业,医药制造业,C27
1113,002604,*ST 龙力,2011-07-28,,C03,食品制造业,农副食品加工业,C13
1114,002605,姚记科技,2011-08-05,,C37,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,C24
1115,002606,大连电瓷,2011-08-05,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1116,002607,中公教育,2011-08-10,,H11,零售业,教育,P82
1117,002608,江苏国信,2011-08-10,,C75,交通运输设备制造业,电力、热力生产和供应业,D44
1118,002609,捷顺科技,2011-08-15,,G87,计算机应用服务业,软件和信息技术服务业,I65
1119,002610,爱康科技,2011-08-15,,C99,其他制造业,电气机械及器材制造业,C38
1120,002611,东方精工,2011-08-30,,C73,专用设备制造业,电气机械及器材制造业,C38
1121,002612,朗姿股份,2011-08-30,,C13,服装及其他纤维制品制造业,纺织服装、服饰业,C18
1122,002613,北玻股份,2011-08-30,,C73,专用设备制造业,专用设备制造业,C35
1123,002614,奥佳华,2011-09-09,,C76,电器机械及器材制造业,专用设备制造业,C35
1124,002615,哈尔斯,2011-09-09,,C69,金属制品业,金属制品业,C33
1125,002616,长青集团,2011-09-20,,C69,金属制品业,电气机械及器材制造业,C38
1126,002617,露笑科技,2011-09-20,,C67,有色金属冶炼及压延加工业,电气机械及器材制造业,C38
1127,002618,丹邦科技,2011-09-20,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1128,002619,艾格拉斯,2011-09-29,,C61,非金属矿物制品业,互联网和相关服务,I64
1129,002620,瑞和股份,2011-09-29,,E05,装修装饰业,建筑装饰和其他建筑业,E50
1130,002621,美吉姆,2011-09-29,,C73,专用设备制造业,教育,P82
1131,002622,融钰集团,2011-10-18,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1132,002623,亚玛顿,2011-10-13,,C61,非金属矿物制品业,非金属矿物制品业,C30
1133,002624,完美世界,2011-10-28,,C61,非金属矿物制品业,互联网和相关服务,I64
1134,002625,光启技术,2011-11-03,,C75,交通运输设备制造业,汽车制造业,C36
1135,002626,金达威,2011-10-28,,C03,食品制造业,食品制造业,C14
1136,002627,宜昌交运,2011-11-03,,F03,公路运输业,道路运输业,G54
1137,002628,成都路桥,2011-11-03,,E01,土木工程建筑业,土木工程建筑业,E48
1138,002629,*ST 仁智,2011-11-03,,B50,采掘服务业,开采辅助活动,B11
1139,002630,华西能源,2011-11-11,,C71,普通机械制造业,通用设备制造业,C34
1140,002631,德尔未来,2011-11-11,,C21,木材加工及竹、藤、棕、草制品业,木材加工及木、竹、藤、棕、草制品业,C20
1141,002632,道明光学,2011-11-22,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1142,002633,申科股份,2011-11-22,,C71,普通机械制造业,通用设备制造业,C34
1143,002634,棒杰股份,2011-12-05,,C11,纺织业,纺织服装、服饰业,C18
1144,002635,安洁科技,2011-11-25,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
1145,002636,金安国纪,2011-11-25,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1146,002637,赞宇科技,2011-11-25,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1147,002638,勤上股份,2011-11-25,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1148,002639,雪人股份,2011-12-05,,C71,普通机械制造业,通用设备制造业,C34
1149,002640,跨境通,2011-12-08,,H11,零售业,零售业,F52
1150,002641,永高股份,2011-12-08,,C49,塑料制造业,橡胶和塑料制品业,C29
1151,002642,*ST 荣联,2011-12-20,,G87,计算机应用服务业,软件和信息技术服务业,I65
1152,002643,万润股份,2011-12-20,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1153,002644,佛慈制药,2011-12-22,,C81,医药制造业,医药制造业,C27
1154,002645,华宏科技,2011-12-20,,C73,专用设备制造业,专用设备制造业,C35
1155,002646,青青稞酒,2011-12-22,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
1156,002647,仁东控股,2011-12-28,,C76,电器机械及器材制造业,其他金融业,J69
1157,002648,卫星石化,2011-12-28,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1158,002649,博彦科技,2012-01-06,,G87,计算机应用服务业,软件和信息技术服务业,I65
1159,002650,加加食品,2012-01-06,,C03,食品制造业,食品制造业,C14
1160,002651,利君股份,2012-01-06,,C73,专用设备制造业,专用设备制造业,C35
1161,002652,扬子新材,2012-01-19,,C69,金属制品业,金属制品业,C33
1162,002653,海思科,2012-01-17,,C81,医药制造业,医药制造业,C27
1163,002654,万润科技,2012-02-17,,C51,电子元器件制造业,商务服务业,L72
1164,002655,共达电声,2012-02-17,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1165,002656,摩登大道,2012-02-28,,H11,零售业,纺织服装、服饰业,C18
1166,002657,中科金财,2012-02-28,,G87,计算机应用服务业,软件和信息技术服务业,I65
1167,002658,雪迪龙,2012-03-09,,C78,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,C40
1168,002659,凯文教育,2012-03-09,,E01,土木工程建筑业,教育,P82
1169,002660,茂硕电源,2012-03-16,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1170,002661,克明面业,2012-03-16,,C01,食品加工业,食品制造业,C14
1171,002662,京威股份,2012-03-09,,C75,交通运输设备制造业,汽车制造业,C36
1172,002663,普邦股份,2012-03-16,,E01,土木工程建筑业,土木工程建筑业,E48
1173,002664,长鹰信质,2012-03-16,,C76,电器机械及器材制造业,汽车制造业,C36
1174,002665,首航节能,2012-03-27,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1175,002666,德联集团,2012-03-27,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1176,002667,鞍重股份,2012-03-29,,C73,专用设备制造业,专用设备制造业,C35
1177,002668,奥马电器,2012-04-16,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1178,002669,康达新材,2012-04-16,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1179,002670,国盛金控,2012-04-16,,C76,电器机械及器材制造业,资本市场服务,J67
1180,002671,龙泉股份,2012-04-26,,C61,非金属矿物制品业,非金属矿物制品业,C30
1181,002672,东江环保,2012-04-26,,K0199,其他公共设施服务业,废弃资源综合利用业,C42
1182,002673,西部证券,2012-05-03,,I21,证券、期货业,资本市场服务,J67
1183,002674,兴业科技,2012-05-07,,C14,皮革、毛皮、羽绒及制品制造业,皮革、毛皮、羽毛及其制品和制鞋业,C19
1184,002675,东诚药业,2012-05-25,,C81,医药制造业,医药制造业,C27
1185,002676,顺威股份,2012-05-25,,C49,塑料制造业,橡胶和塑料制品业,C29
1186,002677,浙江美大,2012-05-25,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1187,002678,珠江钢琴,2012-05-30,,C37,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,C24
1188,002679,福建金森,2012-06-05,,A03,林业,林业,A02
1189,002680,*ST 长生,2012-06-05,,C73,专用设备制造业,医药制造业,C27
